x,y,Dist_400,Gini_count_group_400,Mean_count_group_400,Med_count_group_400,N_400,N_local,N_r800,Nv_count_group_400,R_count_group_400,R_count_group_r800,T_count_group_400,T_count_group_r800
3250,2050,412.3105626,0.285158972,3.543529412,3,425,8,1499,425,0.3694117647,0.3775850567,157,566
3250,2150,412.3105626,0.3022554703,3.431654676,3,417,14,1489,417,0.3669064748,0.3700470114,153,551
3250,2250,412.3105626,0.2965309945,3.474299065,3,428,6,1490,428,0.3691588785,0.3718120805,158,554
3250,2350,412.3105626,0.2953833057,3.443127962,3,422,10,1493,422,0.3696682464,0.3643670462,156,544
3250,2450,412.3105626,0.2710245196,3.684834123,3,422,8,1498,422,0.3933649289,0.3664886515,166,549
3250,2550,412.3105626,0.2502720052,3.603960396,4,404,10,1477,404,0.4034653465,0.3771157752,163,557
3250,2650,412.3105626,0.2459019269,3.458128079,3,406,7,1462,406,0.3891625616,0.3693570451,158,540
3250,2750,412.3105626,0.2372352704,3.41031941,3,407,8,1491,407,0.3882063882,0.3608316566,158,538
3250,2850,424.2640687,0.2576389988,3.342723005,3,426,6,1514,426,0.3896713615,0.3626155878,166,549
3250,2950,424.2640687,0.2732338476,3.382978723,3,423,3,1520,423,0.3924349882,0.3611842105,166,549
3250,3050,424.2640687,0.2858957949,3.171149144,3,409,7,1533,409,0.3765281174,0.3555120678,154,545
3250,3150,412.3105626,0.2886018521,3.049751244,3,402,9,1552,402,0.3432835821,0.3640463918,138,565
3250,3250,412.3105626,0.2911743023,3.199052133,3,422,5,1522,422,0.3412322275,0.3666228647,144,558
3250,3350,412.3105626,0.2708212148,3.378504673,3,428,5,1477,428,0.3598130841,0.36492891,154,539
3250,3450,412.3105626,0.263962056,3.357777778,3,450,8,1378,450,0.3466666667,0.3599419448,156,496
3250,3550,412.3105626,0.2506530408,3.368995633,3,458,15,1283,458,0.3406113537,0.3569758379,156,458
3250,3650,412.3105626,0.239158363,3.322580645,3,434,15,1195,434,0.331797235,0.3573221757,144,427
3250,3750,412.3105626,0.2332516522,3.333333333,3,402,8,1085,402,0.3308457711,0.3594470046,133,390
3250,3850,447.2135955,0.2336295759,3.36159601,3,401,13,978,401,0.3266832918,0.3609406953,131,353
3250,3950,509.9019514,0.2501133587,3.46728972,3,428,8,873,428,0.3364485981,0.3562428408,144,311
3350,50,565.6854249,0.2722208645,3.651219512,3,410,7,826,410,0.3902439024,0.3644067797,160,301
3350,150,500,0.2680536799,3.7025,3,400,4,938,400,0.3875,0.368869936,155,346
3350,250,447.2135955,0.260872147,3.729411765,4,425,9,1056,425,0.3858823529,0.3731060606,164,394
3350,350,412.3105626,0.2612218802,3.768292683,4,410,7,1183,410,0.387804878,0.3744716822,159,443
3350,450,412.3105626,0.2630716481,3.614678899,3,436,10,1280,436,0.371559633,0.37109375,162,475
3350,550,412.3105626,0.2733419128,3.366359447,3,434,5,1357,434,0.3525345622,0.375092115,153,509
3350,650,412.3105626,0.2670515169,3.431415929,3,452,13,1429,452,0.3517699115,0.3771868439,159,539
3350,750,412.3105626,0.2871987839,3.512035011,3,457,9,1482,457,0.3544857768,0.3758434548,162,557
3350,850,412.3105626,0.2784372144,3.356043956,3,455,11,1480,455,0.3516483516,0.3831081081,160,567
3350,950,412.3105626,0.2834908585,3.339325843,3,445,6,1493,445,0.3573033708,0.3871399866,159,578
3350,1050,412.3105626,0.2643192588,3.196796339,3,437,9,1468,437,0.356979405,0.3835149864,156,563
3350,1150,412.3105626,0.2559556976,3.184210526,3,418,9,1453,418,0.3636363636,0.3854094976,152,560
3350,1250,412.3105626,0.2396448637,3.315403423,3,409,7,1467,409,0.3838630807,0.3803680982,157,558
3350,1350,412.3105626,0.2532926829,3.414634146,3,410,7,1469,410,0.3926829268,0.3812117086,161,560
3350,1450,412.3105626,0.2606662665,3.689411765,4,425,7,1478,425,0.4,0.3788903924,170,560
3350,1550,412.3105626,0.2712344586,3.771084337,4,415,13,1509,415,0.4144578313,0.3757455268,172,567
3350,1650,412.3105626,0.2695500615,3.828638498,4,426,2,1470,426,0.4131455399,0.3761904762,176,553
3350,1750,412.3105626,0.2616027081,3.9543379,4,438,9,1465,438,0.4086757991,0.3740614334,179,548
3350,1850,412.3105626,0.2765421979,3.839002268,4,441,8,1475,441,0.3922902494,0.3789830508,173,559
3350,1950,412.3105626,0.2910499846,3.561200924,3,433,6,1490,433,0.3718244804,0.3899328859,161,581
3350,2050,412.3105626,0.2919946333,3.386046512,3,430,8,1484,430,0.3674418605,0.3874663073,158,575
3350,2150,412.3105626,0.2906663492,3.562929062,3,437,4,1492,437,0.3821510297,0.3873994638,167,578
3350,2250,412.3105626,0.2928250762,3.535714286,3,420,8,1485,420,0.3904761905,0.3818181818,164,567
3350,2350,412.3105626,0.2733283674,3.709006928,3,433,7,1522,433,0.4041570439,0.3804204993,175,579
3350,2450,412.3105626,0.246464083,3.581775701,3,428,11,1493,428,0.4042056075,0.3724045546,173,556
3350,2550,412.3105626,0.2561557952,3.557692308,3,416,11,1472,416,0.4038461538,0.3858695652,168,568
3350,2650,412.3105626,0.2773274254,3.496277916,3,403,6,1465,403,0.4094292804,0.3822525597,165,560
3350,2750,412.3105626,0.2670419185,3.360696517,3,402,9,1485,402,0.3980099502,0.3744107744,160,556
3350,2850,412.3105626,0.253096288,3.375921376,3,407,8,1503,407,0.398034398,0.371922821,162,559
3350,2950,412.3105626,0.2732409471,3.465060241,3,415,4,1509,415,0.3975903614,0.3744201458,165,565
3350,3050,412.3105626,0.2810032119,3.326732673,3,404,5,1535,404,0.3910891089,0.3765472313,158,578
3350,3150,412.3105626,0.2822246799,3.038647343,3,414,5,1535,414,0.347826087,0.3778501629,144,580
3350,3250,412.3105626,0.2915779064,3.3926097,3,433,5,1518,433,0.3672055427,0.3741765481,159,568
3350,3350,412.3105626,0.2910923573,3.382882883,3,444,11,1466,444,0.3558558559,0.3703956344,158,543
3350,3450,412.3105626,0.2543676729,3.525531915,3,470,11,1372,470,0.3617021277,0.3695335277,170,507
3350,3550,400,0.2484445644,3.596059113,3,406,13,1267,406,0.3620689655,0.3701657459,147,469
3350,3650,400,0.2383438396,3.427860697,3,402,10,1173,402,0.3457711443,0.368286445,139,432
3350,3750,412.3105626,0.2242253785,3.317848411,3,409,8,1069,409,0.3349633252,0.3704396632,137,396
3350,3850,447.2135955,0.2225612373,3.315920398,3,402,10,974,402,0.3333333333,0.3747433265,134,365
3350,3950,509.9019514,0.2376043715,3.246305419,3,406,10,868,406,0.3325123153,0.3721198157,135,323
3450,50,565.6854249,0.2520007146,3.667487685,3,406,10,826,406,0.4014778325,0.3740920097,163,309
3450,150,500,0.258204745,3.527363184,3,402,8,950,402,0.3830845771,0.3726315789,154,354
3450,250,447.2135955,0.2505708792,3.6,3,430,8,1077,430,0.3813953488,0.3816155989,164,411
3450,350,412.3105626,0.2506627037,3.634433962,3,424,13,1196,424,0.3820754717,0.3804347826,162,455
3450,450,400,0.2530712531,3.695331695,4,407,5,1286,407,0.3759213759,0.3856920684,153,496
3450,550,360.5551275,0.2517340432,3.584577114,4,402,10,1375,402,0.3532338308,0.3869090909,142,532
3450,650,400,0.2510188354,3.518248175,3,411,9,1441,411,0.3698296837,0.386537127,152,557
3450,750,360.5551275,0.240827224,3.529850746,3.5,402,10,1489,402,0.3606965174,0.3868368032,145,576
3450,850,400,0.246739418,3.428571429,3,420,10,1480,420,0.3642857143,0.3918918919,153,580
3450,950,400,0.2558250469,3.310843373,3,415,8,1517,415,0.3542168675,0.3889255109,147,590
3450,1050,412.3105626,0.2643461619,3.19955157,3,446,12,1501,446,0.3542600897,0.3877415057,158,582
3450,1150,412.3105626,0.2622641042,3.319727891,3,441,5,1506,441,0.3764172336,0.3864541833,166,582
3450,1250,412.3105626,0.2678294911,3.3507109,3,422,10,1492,422,0.3933649289,0.3887399464,166,580
3450,1350,412.3105626,0.264596374,3.583908046,4,435,6,1516,435,0.4045977011,0.3898416887,176,591
3450,1450,412.3105626,0.2723764821,3.548837209,3,430,10,1493,430,0.3976744186,0.387809779,171,579
3450,1550,412.3105626,0.2778731488,3.700712589,4,421,5,1521,421,0.4133016627,0.382642998,174,582
3450,1650,412.3105626,0.2726093888,3.740566038,4,424,5,1507,424,0.4150943396,0.3908427339,176,589
3450,1750,412.3105626,0.272052501,3.622641509,4,424,15,1482,424,0.4056603774,0.3913630229,172,580
3450,1850,412.3105626,0.2787342,3.758928571,4,448,3,1507,448,0.3973214286,0.3948241539,178,595
3450,1950,412.3105626,0.2922820713,3.795555556,4,450,9,1472,450,0.3955555556,0.4042119565,178,595
3450,2050,412.3105626,0.3038466491,3.591928251,3,446,8,1507,446,0.3834080717,0.402786994,171,607
3450,2150,412.3105626,0.2893623109,3.549327354,3,446,8,1510,446,0.3856502242,0.4026490066,172,608
3450,2250,412.3105626,0.2829384524,3.62763466,3,427,5,1533,427,0.4121779859,0.3985649054,176,611
3450,2350,412.3105626,0.2525322764,3.527058824,3,425,4,1543,425,0.4164705882,0.3907971484,177,603
3450,2450,412.3105626,0.2500566401,3.502347418,3,426,7,1543,426,0.4131455399,0.3907971484,176,603
3450,2550,412.3105626,0.2763773894,3.442542787,3,409,6,1523,409,0.4180929095,0.3906762968,171,595
3450,2650,412.3105626,0.2754262686,3.462469734,3,413,10,1486,413,0.411622276,0.3862718708,170,574
3450,2750,412.3105626,0.2694803835,3.53699284,3,419,10,1506,419,0.4128878282,0.3884462151,173,585
3450,2850,412.3105626,0.2509380962,3.811235955,4,445,8,1512,445,0.4247191011,0.3849206349,189,582
3450,2950,412.3105626,0.2555804188,3.473067916,3,427,7,1519,427,0.4051522248,0.3831468071,173,582
3450,3050,412.3105626,0.2760272686,3.390588235,3,425,9,1511,425,0.3858823529,0.3917935142,164,592
3450,3150,412.3105626,0.267957801,3.41108545,3,433,7,1512,433,0.3856812933,0.3882275132,167,587
3450,3250,412.3105626,0.2811313808,3.34562212,3,434,10,1537,434,0.3755760369,0.3819128172,163,587
3450,3350,400,0.2976820407,3.523923445,3,418,8,1466,418,0.3660287081,0.3819918145,153,560
3450,3450,360.5551275,0.264739011,3.64,3,400,11,1376,400,0.3725,0.3779069767,149,520
3450,3550,360.5551275,0.2413066047,3.683698297,4,411,12,1271,411,0.3771289538,0.3815892998,155,485
3450,3650,360.5551275,0.222428647,3.533018868,3,424,3,1187,424,0.3561320755,0.3765796125,151,447
3450,3750,400,0.2238281134,3.563591022,3,401,9,1079,401,0.3566084788,0.3855421687,143,416
3450,3850,447.2135955,0.2341664499,3.515738499,3,413,10,976,413,0.3535108959,0.3842213115,146,375
3450,3950,509.9019514,0.2147937579,3.372315036,3,419,9,880,419,0.3484486874,0.3795454545,146,334
3550,50,538.5164807,0.2652712105,3.642512077,3,414,9,836,414,0.3913043478,0.3815789474,162,319
3550,150,500,0.2596442679,3.726862302,3,443,5,960,443,0.39503386,0.3791666667,175,364
3550,250,424.2640687,0.2563807122,3.616113744,3,422,3,1069,422,0.3838862559,0.3854069224,162,412
3550,350,400,0.2404759426,3.722352941,3,425,5,1199,425,0.3764705882,0.3928273561,160,471
3550,450,400,0.2379641218,3.649411765,3,425,16,1285,425,0.3717647059,0.386770428,158,497
3550,550,360.5551275,0.2427823136,3.624378109,4,402,6,1374,402,0.3631840796,0.384279476,146,528
3550,650,360.5551275,0.2558221753,3.868159204,4,402,12,1449,402,0.3930348259,0.3878536922,158,562
3550,750,360.5551275,0.2326913241,3.60591133,4,406,7,1490,406,0.3694581281,0.3899328859,150,581
3550,850,400,0.2441891329,3.504651163,3,430,11,1520,430,0.3627906977,0.3914473684,156,595
3550,950,400,0.2631714491,3.377990431,3,418,3,1495,418,0.3612440191,0.3886287625,151,581
3550,1050,400,0.2732140525,3.300248139,3,403,12,1516,403,0.3672456576,0.3931398417,148,596
3550,1150,412.3105626,0.2744084179,3.401315789,3,456,10,1504,456,0.3925438596,0.388962766,179,585
3550,1250,412.3105626,0.273434795,3.689956332,4,458,2,1515,458,0.4213973799,0.39669967,193,601
3550,1350,412.3105626,0.2751411482,3.613483146,4,445,6,1524,445,0.4134831461,0.4022309711,184,613
3550,1450,412.3105626,0.2849091097,3.477678571,3,448,5,1505,448,0.390625,0.4033222591,175,607
3550,1550,412.3105626,0.3002916425,3.515011547,3,433,6,1511,433,0.4018475751,0.4023825281,174,608
3550,1650,412.3105626,0.2789016882,3.756264237,4,439,12,1500,439,0.4214123007,0.3986666667,185,598
3550,1750,412.3105626,0.2699539915,3.696230599,4,451,11,1487,451,0.4124168514,0.3987895091,186,593
3550,1850,412.3105626,0.2704659593,3.826464208,4,461,9,1497,461,0.4143167028,0.4041416166,191,605
3550,1950,400,0.2753643121,3.72345679,3,405,3,1497,405,0.3975308642,0.4054776219,161,607
3550,2050,400,0.3048396354,3.7025,3,400,7,1514,400,0.395,0.4121532365,158,624
3550,2150,412.3105626,0.2992700928,3.539473684,3,456,6,1527,456,0.3925438596,0.4106090373,179,627
3550,2250,412.3105626,0.2593725357,3.575221239,3,452,11,1528,452,0.4137168142,0.4103403141,187,627
3550,2350,412.3105626,0.2464336063,3.5625,3,448,10,1526,448,0.4196428571,0.4017038008,188,613
3550,2450,412.3105626,0.2493923898,3.497706422,3,436,10,1535,436,0.4220183486,0.4006514658,184,615
3550,2550,412.3105626,0.2618712869,3.519187359,3,443,8,1521,443,0.4198645598,0.3977646285,186,605
3550,2650,412.3105626,0.2605373335,3.568232662,3,447,12,1514,447,0.4228187919,0.4029062087,189,610
3550,2750,412.3105626,0.256983614,3.77092511,4,454,10,1483,454,0.4295154185,0.4045853001,195,600
3550,2850,412.3105626,0.2518876079,3.726872247,4,454,6,1504,454,0.4251101322,0.3969414894,193,597
3550,2950,412.3105626,0.278105191,3.474387528,3,449,7,1520,449,0.3986636971,0.4,179,608
3550,3050,412.3105626,0.2704195879,3.545652174,3,460,6,1511,460,0.4,0.4063534083,184,614
3550,3150,412.3105626,0.271788078,3.549234136,3,457,8,1523,457,0.4004376368,0.4038082731,183,615
3550,3250,412.3105626,0.2640778117,3.5404814,3,457,12,1501,457,0.4026258206,0.3957361759,184,594
3550,3350,400,0.256190522,3.677184466,4,412,4,1438,412,0.3980582524,0.388038943,164,558
3550,3450,400,0.244303971,3.944186047,4,430,13,1387,430,0.411627907,0.3850036049,177,534
3550,3550,360.5551275,0.2352670522,3.928217822,4,404,9,1267,404,0.4034653465,0.3883188635,163,492
3550,3650,360.5551275,0.2166983578,3.639150943,4,424,11,1171,424,0.3679245283,0.3868488471,156,453
3550,3750,412.3105626,0.2183017919,3.566292135,3,445,11,1062,445,0.3685393258,0.3851224105,164,409
3550,3850,424.2640687,0.2196792145,3.608374384,4,406,6,961,406,0.3694581281,0.3922996878,150,377
3550,3950,500,0.2027746413,3.488997555,3,409,12,864,409,0.3643031785,0.3888888889,149,336
3650,50,538.5164807,0.2682876559,3.656612529,3,431,6,851,431,0.3967517401,0.3971797885,171,338
3650,150,500,0.2552483115,3.728888889,3,450,10,962,450,0.4,0.3846153846,180,370
3650,250,412.3105626,0.2434453292,3.889952153,4,418,14,1073,418,0.4019138756,0.4007455732,168,430
3650,350,412.3105626,0.2449780395,3.665924276,3,449,10,1198,449,0.3875278396,0.3956594324,174,474
3650,450,400,0.2376673125,3.559241706,3,422,5,1292,422,0.3672985782,0.3885448916,155,502
3650,550,400,0.2454465075,3.675862069,4,435,9,1390,435,0.3770114943,0.3942446043,164,548
3650,650,360.5551275,0.2588112667,3.9275,4,400,12,1485,400,0.4,0.3851851852,160,572
3650,750,400,0.2396046443,3.645833333,4,432,3,1526,432,0.3842592593,0.3925294889,166,599
3650,850,400,0.2355795985,3.584507042,4,426,11,1548,426,0.3849765258,0.3888888889,164,602
3650,950,400,0.2399621533,3.720095694,4,418,9,1516,418,0.4066985646,0.3944591029,170,598
3650,1050,412.3105626,0.2567354496,3.642706131,4,473,8,1540,473,0.4059196617,0.3922077922,192,604
3650,1150,412.3105626,0.2749879223,3.549450549,3,455,8,1516,455,0.4131868132,0.3997361478,188,606
3650,1250,412.3105626,0.2827907821,3.596112311,3,463,7,1527,463,0.4060475162,0.4014407335,188,613
3650,1350,412.3105626,0.2922427,3.641758242,4,455,7,1526,455,0.4043956044,0.4069462647,184,621
3650,1450,412.3105626,0.3061136939,3.523809524,3,441,6,1514,441,0.3945578231,0.4180977543,174,633
3650,1550,412.3105626,0.2873324127,3.646118721,4,438,8,1532,438,0.4086757991,0.4125326371,179,632
3650,1650,412.3105626,0.2848054248,3.606481481,4,432,14,1504,432,0.4143518519,0.4115691489,179,619
3650,1750,412.3105626,0.2710181935,3.932166302,4,457,2,1514,457,0.4266958425,0.4141347424,195,627
3650,1850,412.3105626,0.281972926,3.734966592,4,449,5,1514,449,0.4142538976,0.4095112285,186,620
3650,1950,412.3105626,0.2775489699,3.816993464,4,459,8,1499,459,0.4183006536,0.4162775183,192,624
3650,2050,412.3105626,0.2869777198,3.670967742,3,465,7,1512,465,0.3956989247,0.4226190476,184,639
3650,2150,412.3105626,0.286069997,3.526548673,3,452,8,1536,452,0.3982300885,0.41796875,180,642
3650,2250,412.3105626,0.2547451747,3.544247788,3,452,9,1523,452,0.4115044248,0.411687459,186,627
3650,2350,412.3105626,0.2515184778,3.455580866,3,439,8,1525,439,0.4123006834,0.406557377,181,620
3650,2450,412.3105626,0.243005589,3.573951435,3,453,5,1527,453,0.417218543,0.4047151277,189,618
3650,2550,412.3105626,0.2302188089,3.72967033,4,455,10,1499,455,0.4351648352,0.4102735157,198,615
3650,2650,412.3105626,0.237785907,3.75483871,4,465,6,1502,465,0.4279569892,0.4114513981,199,618
3650,2750,400,0.2519490075,3.6525,4,400,8,1511,400,0.415,0.4096624752,166,619
3650,2850,412.3105626,0.2637658272,3.684326711,4,453,8,1499,453,0.4216335541,0.40760507,191,611
3650,2950,412.3105626,0.2552466101,3.701986755,4,453,7,1501,453,0.4216335541,0.4123917388,191,619
3650,3050,412.3105626,0.2746426951,3.71459695,4,459,7,1490,459,0.4161220044,0.4174496644,191,622
3650,3150,412.3105626,0.2677964282,3.6,3,455,11,1513,455,0.4131868132,0.4190350297,188,634
3650,3250,400,0.2661916722,3.768856448,4,411,7,1506,411,0.4087591241,0.4083665339,168,615
3650,3350,400,0.2349472241,3.896039604,4,404,8,1453,404,0.4306930693,0.3971094288,174,577
3650,3450,400,0.2350184131,3.941747573,4,412,12,1373,412,0.4296116505,0.3947560087,177,542
3650,3550,400,0.2190327331,3.952914798,4,446,9,1270,446,0.4103139013,0.3881889764,183,493
3650,3650,400,0.2253996242,3.830588235,4,425,14,1185,425,0.4,0.3898734177,170,462
3650,3750,412.3105626,0.2237787711,3.603773585,4,424,8,1080,424,0.3867924528,0.3935185185,164,425
3650,3850,447.2135955,0.2167496217,3.678486998,4,423,6,945,423,0.390070922,0.3915343915,165,370
3650,3950,500,0.2331200209,3.677419355,4,403,13,868,403,0.3895781638,0.383640553,157,333
3750,50,509.9019514,0.2599080173,3.808823529,3,408,8,852,408,0.4068627451,0.3931924883,166,335
3750,150,500,0.2514501981,3.808189655,3,464,10,973,464,0.3987068966,0.3905447071,185,380
3750,250,412.3105626,0.2415443812,3.857487923,4,414,8,1089,414,0.4033816425,0.404040404,167,440
3750,350,400,0.2346230022,3.823671498,4,414,13,1219,414,0.3937198068,0.4003281378,163,488
3750,450,400,0.2510541775,3.664233577,3,411,7,1315,411,0.3844282238,0.3984790875,158,524
3750,550,400,0.2693047736,3.723004695,3,426,8,1431,426,0.3802816901,0.3997204752,162,572
3750,650,400,0.2442281088,3.743648961,4,433,14,1505,433,0.3903002309,0.3946843854,169,594
3750,750,400,0.2448068985,3.809859155,4,426,7,1587,426,0.4014084507,0.4007561437,171,636
3750,850,400,0.2387738931,3.777262181,4,431,8,1580,431,0.403712297,0.3981012658,174,629
3750,950,400,0.234653314,3.699029126,4,412,11,1579,412,0.4101941748,0.3983533882,169,629
3750,1050,400,0.2581362962,3.679104478,3,402,7,1574,402,0.4154228856,0.3996188056,167,629
3750,1150,412.3105626,0.2647236285,3.698030635,3,457,10,1566,457,0.4288840263,0.4093231162,196,641
3750,1250,412.3105626,0.2688165053,3.715517241,4,464,7,1556,464,0.4159482759,0.4087403599,193,636
3750,1350,412.3105626,0.3040666705,3.574660633,3,442,9,1546,442,0.4027149321,0.4172056921,178,645
3750,1450,412.3105626,0.2987666369,3.68018018,4,444,9,1542,444,0.4076576577,0.4169909209,181,643
3750,1550,412.3105626,0.2946142721,3.743764172,4,441,10,1551,441,0.4126984127,0.4223081883,182,655
3750,1650,412.3105626,0.2812694584,3.925274725,4,455,6,1531,455,0.4241758242,0.4219464402,193,646
3750,1750,412.3105626,0.282079573,3.754545455,4,440,9,1523,440,0.425,0.4182534471,187,637
3750,1850,400,0.2750720692,3.9025,4.5,400,13,1518,400,0.42,0.4156785244,168,631
3750,1950,400,0.2874343908,3.708955224,3,402,9,1520,402,0.3955223881,0.4296052632,159,653
3750,2050,412.3105626,0.3205877404,3.764573991,3,446,6,1521,446,0.4147982063,0.4293228139,185,653
3750,2150,400,0.2909698413,3.9375,3,400,6,1551,400,0.4275,0.4319793681,171,670
3750,2250,412.3105626,0.29161729,3.829268293,3,451,7,1529,451,0.4257206208,0.4244604317,192,649
3750,2350,412.3105626,0.253562824,3.545851528,3,458,3,1531,458,0.4082969432,0.4167210973,187,638
3750,2450,412.3105626,0.2307014955,3.80952381,4,462,4,1526,462,0.4372294372,0.4148099607,202,633
3750,2550,400,0.2041601435,3.8325,4,400,10,1513,400,0.44,0.424322538,176,642
3750,2650,400,0.2143556529,4.009876543,4,405,5,1504,405,0.449382716,0.4135638298,182,622
3750,2750,412.3105626,0.2428402108,3.796943231,4,458,10,1501,458,0.4344978166,0.4183877415,199,628
3750,2850,400,0.2385254429,3.748129676,4,401,9,1499,401,0.4264339152,0.4182788526,171,627
3750,2950,400,0.2489991238,3.690773067,4,401,12,1508,401,0.4164588529,0.4263925729,167,643
3750,3050,412.3105626,0.2801379577,3.709821429,4,448,9,1500,448,0.4263392857,0.426,191,639
3750,3150,400,0.2763829787,3.76,4,400,5,1498,400,0.42,0.4292389853,168,643
3750,3250,412.3105626,0.246147462,3.789247312,4,465,6,1516,465,0.423655914,0.4135883905,197,627
3750,3350,400,0.2294448039,3.909090909,4,407,9,1487,407,0.42997543,0.4088769334,175,608
3750,3450,412.3105626,0.2190472343,3.983086681,4,473,8,1424,473,0.44397463,0.4030898876,210,574
3750,3550,400,0.23732108,3.8425,4,400,9,1306,400,0.4325,0.3950995406,173,516
3750,3650,400,0.2299828522,3.688279302,4,401,2,1201,401,0.4039900249,0.3905079101,162,469
3750,3750,412.3105626,0.2079586318,3.810874704,4,423,8,1101,423,0.4137115839,0.3932788374,175,433
3750,3850,447.2135955,0.1963072898,3.772182254,4,417,8,983,417,0.4076738609,0.4018311292,170,395
3750,3950,509.9019514,0.2117936177,3.607476636,4,428,8,882,428,0.3971962617,0.3979591837,170,351
3850,50,509.9019514,0.2510939022,4.004694836,3,426,8,868,426,0.4107981221,0.400921659,175,348
3850,150,447.2135955,0.2550492762,4,4,413,6,1002,413,0.406779661,0.3962075848,168,397
3850,250,412.3105626,0.2446194491,3.929577465,4,426,8,1124,426,0.396713615,0.4048042705,169,455
3850,350,400,0.249800619,3.919239905,4,421,8,1241,421,0.3919239905,0.4093473006,165,508
3850,450,360.5551275,0.2249419355,3.875,4,400,7,1368,400,0.385,0.4071637427,154,557
3850,550,400,0.2231454519,3.758215962,4,426,13,1484,426,0.3849765258,0.4009433962,164,595
3850,650,400,0.2594310592,3.946386946,4,429,6,1569,429,0.4055944056,0.4002549395,174,628
3850,750,400,0.2421452181,3.855072464,4,414,7,1615,414,0.4154589372,0.4049535604,172,654
3850,850,400,0.2429216722,3.817307692,4,416,8,1636,416,0.4110576923,0.4052567237,171,663
3850,950,400,0.2482441472,3.768115942,3,414,7,1643,414,0.4130434783,0.405356056,171,666
3850,1050,400,0.2619144233,3.720194647,3,411,9,1620,411,0.4111922141,0.4086419753,169,662
3850,1150,400,0.2414785401,3.730864198,3,405,3,1624,405,0.4197530864,0.4131773399,170,671
3850,1250,412.3105626,0.2649507411,3.789823009,4,452,8,1624,452,0.4314159292,0.4205665025,195,683
3850,1350,412.3105626,0.2820753851,3.766666667,4,450,7,1607,450,0.42,0.4237710019,189,681
3850,1450,412.3105626,0.2772006947,3.738738739,4,444,8,1578,444,0.4144144144,0.427756654,184,675
3850,1550,412.3105626,0.2885745236,3.732300885,4,452,9,1574,452,0.4115044248,0.4269377382,186,672
3850,1650,412.3105626,0.2813561026,3.95814978,5,454,5,1581,454,0.4317180617,0.4256799494,196,673
3850,1750,400,0.2626126672,4.164215686,5,408,7,1550,408,0.4411764706,0.4225806452,180,655
3850,1850,412.3105626,0.2693507188,3.885964912,4,456,8,1547,456,0.4298245614,0.4253393665,196,658
3850,1950,400,0.3034994895,3.940740741,4,405,11,1557,405,0.4172839506,0.4335260116,169,675
3850,2050,400,0.3009245922,3.868486352,3,403,11,1568,403,0.4143920596,0.4343112245,167,681
3850,2150,412.3105626,0.2923975298,3.795652174,3,460,10,1580,460,0.4195652174,0.435443038,193,688
3850,2250,400,0.2808368239,3.958333333,3,408,9,1587,408,0.4240196078,0.4366729679,173,693
3850,2350,412.3105626,0.2673754259,3.989539749,4,478,8,1578,478,0.4288702929,0.4226869455,205,667
3850,2450,400,0.2183918526,3.973621103,4,417,6,1541,417,0.4364508393,0.4218040234,182,650
3850,2550,400,0.2178059122,4.026829268,4,410,9,1533,410,0.4487804878,0.4292237443,184,658
3850,2650,400,0.2239660566,3.904176904,4,407,2,1530,407,0.4348894349,0.4281045752,177,655
3850,2750,400,0.2262615283,3.795,4,400,13,1539,400,0.43,0.4314489929,172,664
3850,2850,400,0.229661692,3.948402948,4,407,9,1560,407,0.4398034398,0.4346153846,179,678
3850,2950,412.3105626,0.2611935444,3.627494457,4,451,12,1543,451,0.4235033259,0.430330525,191,664
3850,3050,412.3105626,0.2727201749,3.510964912,3,456,9,1542,456,0.4013157895,0.4351491569,183,671
3850,3150,400,0.266936849,3.84,4,400,4,1539,400,0.425,0.4320987654,170,665
3850,3250,400,0.2341805565,4.07654321,4,405,6,1591,405,0.449382716,0.4211187932,182,670
3850,3350,412.3105626,0.2227467811,4.077253219,4,466,11,1537,466,0.4549356223,0.4137931034,212,636
3850,3450,412.3105626,0.2397302407,3.846491228,4,456,7,1461,456,0.4385964912,0.4065708419,200,594
3850,3550,412.3105626,0.2377152358,3.699300699,4,429,10,1356,429,0.4405594406,0.4063421829,189,551
3850,3650,412.3105626,0.2215261443,3.868663594,4,434,7,1253,434,0.4377880184,0.4070231445,190,510
3850,3750,412.3105626,0.2092837061,3.990123457,4,405,7,1140,405,0.4395061728,0.4070175439,178,464
3850,3850,500,0.2069018031,3.897435897,4,468,11,1033,468,0.4209401709,0.4094869313,197,423
3850,3950,509.9019514,0.190504187,3.852112676,4,426,2,906,426,0.4178403756,0.4028697572,178,365
3950,50,509.9019514,0.2438142674,3.740384615,3,416,7,878,416,0.3990384615,0.410022779,166,360
3950,150,500,0.2400432718,3.717062635,3,463,6,1011,463,0.3887688985,0.412462908,180,417
3950,250,412.3105626,0.2296569293,3.68,3,400,3,1155,400,0.395,0.4138528139,158,478
3950,350,400,0.2098083444,3.845238095,4,420,10,1277,420,0.4,0.4228660924,168,540
3950,450,400,0.2180515177,3.970046083,4,434,8,1395,434,0.3986175115,0.4243727599,173,592
3950,550,400,0.2362171851,3.838554217,4,415,9,1507,415,0.4048192771,0.4167219642,168,628
3950,650,400,0.2407575685,3.941747573,4,412,9,1587,412,0.4174757282,0.4133585381,172,656
3950,750,400,0.2306176515,3.919621749,4,423,7,1631,423,0.4208037825,0.4114040466,178,671
